contractId;ticketDate
0228-MAUWC;2023-09-18
5502-RLUYV;2023-04-20
5502-RLUYV;2023-05-31
5502-RLUYV;2023-05-10
5502-RLUYV;2023-12-28
7663-YJHSN;2020-01-14
9039-RBEEE;2023-03-17
9039-RBEEE;2023-03-26
9039-RBEEE;2023-04-07
1792-UXAFY;2022-03-11
0378-XSZPU;2022-11-28
0378-XSZPU;2023-05-14
0378-XSZPU;2022-10-30
0378-XSZPU;2023-02-17
0378-XSZPU;2023-06-09
9950-MTGYX;2024-02-26
9950-MTGYX;2024-02-02
4825-FUREZ;2023-05-08
4825-FUREZ;2021-07-31
6543-XRMYR;2021-12-16
6543-XRMYR;2021-12-07
6543-XRMYR;2022-02-08
1455-UGQVH;2023-05-17
1455-UGQVH;2023-08-04
1455-UGQVH;2023-10-02
2037-SGXHH;2022-09-13
2037-SGXHH;2022-09-02
3018-TFTSU;2023-07-09
3018-TFTSU;2023-07-09
2479-BRAMR;2022-12-12
2479-BRAMR;2022-11-20
2479-BRAMR;2022-12-03
2479-BRAMR;2022-11-07
3873-WOSBC;2023-12-10
3873-WOSBC;2021-07-23
3873-WOSBC;2021-08-02
3873-WOSBC;2022-04-20
3873-WOSBC;2023-06-06
3120-FAZKD;2021-02-20
3120-FAZKD;2023-01-13
3120-FAZKD;2020-06-11
1264-BYWMS;2023-01-13
1264-BYWMS;2023-01-24
1264-BYWMS;2022-10-20
1264-BYWMS;2022-07-19
9658-WYUFB;2023-08-26
9658-WYUFB;2023-10-05
0707-HOVVN;2020-10-19
0707-HOVVN;2021-09-23
8580-QVLOC;2023-11-16
8580-QVLOC;2023-11-16
8580-QVLOC;2023-11-16
8580-QVLOC;2023-11-16
8580-QVLOC;2023-11-16
8580-QVLOC;2023-11-16
8580-QVLOC;2023-11-16
8580-QVLOC;2023-11-16
2012-NWRPA;2021-09-05
3934-HXCFZ;2023-02-06
3934-HXCFZ;2023-03-08
7666-WKRON;2022-03-23
9647-ERGBE;2022-04-02
9647-ERGBE;2021-11-09
9647-ERGBE;2022-01-07
4355-HBJHH;2022-01-01
4355-HBJHH;2021-12-27
4355-HBJHH;2021-12-21
4355-HBJHH;2022-03-05
4355-HBJHH;2022-03-13
4355-HBJHH;2022-03-26
4355-HBJHH;2021-12-01
7216-KAOID;2023-07-14
5520-FVEWJ;2023-12-08
5572-ZDXHY;2022-02-05
5572-ZDXHY;2022-04-14
5944-UGLLK;2023-05-08
5944-UGLLK;2023-01-10
5944-UGLLK;2021-11-29
5944-UGLLK;2020-11-12
8999-XXGNS;2021-06-16
8999-XXGNS;2023-06-09
8999-XXGNS;2023-12-05
4658-HCOHW;2022-05-25
4658-HCOHW;2022-04-04
4658-HCOHW;2022-05-05
4658-HCOHW;2022-03-19
2211-RMNHO;2021-05-04
2211-RMNHO;2023-05-21
2889-FPWRM;2022-04-02
2889-FPWRM;2022-04-02
2889-FPWRM;2022-04-02
2889-FPWRM;2022-04-02
2889-FPWRM;2022-04-02
2889-FPWRM;2022-04-02
2889-FPWRM;2022-04-02
0626-QXNGV;2018-04-08
0626-QXNGV;2022-04-01
0626-QXNGV;2018-05-28
0626-QXNGV;2022-05-28
0626-QXNGV;2019-03-31
8705-DWKTI;2022-04-01
0929-PECLO;2021-09-03
0929-PECLO;2021-10-22
2462-XIIJB;2023-11-12
5458-CQJTA;2022-08-01
5458-CQJTA;2022-05-23
5458-CQJTA;2022-05-30
5458-CQJTA;2022-06-07
5458-CQJTA;2022-07-19
5458-CQJTA;2022-05-21
5219-YIPTK;2022-06-24
5219-YIPTK;2022-08-03
5219-YIPTK;2022-07-28
5172-RKOCB;2021-03-07
5172-RKOCB;2021-07-03
5172-RKOCB;2021-05-13
5172-RKOCB;2023-09-17
5172-RKOCB;2020-08-26
3540-RZJYU;2023-07-04
3178-CIFOT;2023-08-29
2091-MJTFX;2022-11-16
2091-MJTFX;2022-12-10
2091-MJTFX;2022-12-16
2091-MJTFX;2022-10-16
3393-FMZPV;2022-07-06
3393-FMZPV;2022-07-11
6402-ZFPPI;2023-05-15
6402-ZFPPI;2023-05-30
6402-ZFPPI;2023-05-06
7486-KSRVI;2022-04-30
7486-KSRVI;2022-05-23
7486-KSRVI;2022-08-15
7486-KSRVI;2022-04-28
8443-WVPSS;2023-03-17
8443-WVPSS;2023-01-07
8443-WVPSS;2022-12-20
0504-HHAPI;2022-09-25
0504-HHAPI;2022-09-02
6305-YLBMM;2023-04-11
6305-YLBMM;2023-07-04
6305-YLBMM;2023-04-20
6305-YLBMM;2023-11-19
8024-XNAFQ;2019-12-11
8024-XNAFQ;2022-07-31
8024-XNAFQ;2020-02-27
8024-XNAFQ;2021-11-09
3647-GMGDH;2022-09-15
3647-GMGDH;2023-04-07
2988-GBIVW;2022-01-05
2988-GBIVW;2019-06-03
2988-GBIVW;2022-12-06
2988-GBIVW;2021-09-28
2988-GBIVW;2021-08-28
3791-LGQCY;2023-04-30
3791-LGQCY;2023-08-24
3791-LGQCY;2023-06-28
3791-LGQCY;2023-04-27
3791-LGQCY;2023-05-18
3791-LGQCY;2023-03-20
3791-LGQCY;2023-07-26
8166-ZZTFS;2023-01-11
8166-ZZTFS;2022-11-19
8166-ZZTFS;2022-12-22
8166-ZZTFS;2023-01-28
8166-ZZTFS;2023-03-28
8166-ZZTFS;2023-02-16
7550-WIQVA;2022-06-06
7550-WIQVA;2023-10-24
4106-HADHQ;2023-05-19
4106-HADHQ;2023-04-13
4106-HADHQ;2023-04-26
4106-HADHQ;2023-04-29
2778-OCLGR;2023-08-03
4001-TSBTV;2021-12-24
4001-TSBTV;2023-11-20
4001-TSBTV;2021-01-14
4001-TSBTV;2023-05-07
4001-TSBTV;2024-01-01
8627-EHGIP;2022-10-21
8627-EHGIP;2022-11-27
8627-EHGIP;2022-07-20
8627-EHGIP;2022-11-03
7402-PWYJJ;2021-01-18
7402-PWYJJ;2023-01-09
7402-PWYJJ;2022-06-29
5480-TBGPH;2022-11-26
0480-BIXDE;2023-01-14
7067-KSAZT;2022-02-07
7067-KSAZT;2022-02-05
7067-KSAZT;2022-05-12
7067-KSAZT;2022-03-11
7067-KSAZT;2022-06-07
7067-KSAZT;2022-03-01
7067-KSAZT;2022-03-01
7067-KSAZT;2022-04-08
1112-CUNAO;2022-08-06
5174-RNGBH;2022-05-01
2360-RDGRO;2020-04-20
9058-MJLZC;2023-12-13
9058-MJLZC;2023-07-08
8714-EUHJO;2023-08-25
8714-EUHJO;2023-07-02
8714-EUHJO;2023-06-08
8041-TMEID;2021-12-17
8041-TMEID;2023-02-13
2568-OIADY;2023-01-21
2568-OIADY;2023-01-24
2568-OIADY;2023-01-17
1193-RTSLK;2023-08-22
1193-RTSLK;2023-07-25
1193-RTSLK;2023-08-20
1193-RTSLK;2023-08-28
2302-ANTDP;2023-03-15
2302-ANTDP;2023-03-15
2302-ANTDP;2023-03-15
2302-ANTDP;2023-03-15
2302-ANTDP;2023-03-15
2302-ANTDP;2023-03-15
5304-EFJLP;2022-05-09
5304-EFJLP;2018-05-16
3957-LXOLK;2022-02-15
3957-LXOLK;2022-03-23
3957-LXOLK;2022-02-27
6635-MYYYZ;2023-08-15
6635-MYYYZ;2023-11-30
6635-MYYYZ;2023-09-13
6635-MYYYZ;2024-01-20
5281-BUZGT;2024-02-24
5281-BUZGT;2024-02-24
5281-BUZGT;2024-02-24
6413-XKKPU;2023-10-04
4735-ASGMA;2024-01-07
4735-ASGMA;2024-02-02
7480-QNVZJ;2022-04-14
7480-QNVZJ;2022-03-22
7480-QNVZJ;2022-03-16
8008-HAWED;2022-05-26
7124-UGSUR;2022-08-04
7124-UGSUR;2022-08-05
7124-UGSUR;2022-07-27
7124-UGSUR;2022-07-25
7124-UGSUR;2022-07-25
7124-UGSUR;2022-07-30
1862-SKORY;2023-09-08
1862-SKORY;2023-09-27
1862-SKORY;2023-10-04
1502-XFCVR;2023-10-04
1502-XFCVR;2023-09-01
1502-XFCVR;2023-05-26
1502-XFCVR;2023-07-26
1502-XFCVR;2023-08-12
1502-XFCVR;2023-07-07
9692-TUSXH;2023-03-29
2067-QYTCF;2023-08-18
2067-QYTCF;2021-04-02
2067-QYTCF;2022-01-17
2067-QYTCF;2023-02-26
2359-QWQUL;2022-01-17
2359-QWQUL;2022-01-13
2359-QWQUL;2022-02-27
0708-SJDIS;2021-06-06
0708-SJDIS;2022-01-22
9909-IDLEK;2022-11-02
4325-NFSKC;2022-01-08
4325-NFSKC;2021-11-02
7762-URZQH;2022-04-30
7762-URZQH;2022-05-31
7762-URZQH;2022-01-06
7762-URZQH;2022-05-12
7762-URZQH;2022-01-19
6907-NZZIJ;2023-07-24
6907-NZZIJ;2023-07-24
6907-NZZIJ;2023-07-24
2911-UREFD;2022-03-02
2911-UREFD;2022-01-22
2911-UREFD;2022-01-24
4628-WQCQQ;2022-06-04
4628-WQCQQ;2022-04-06
1644-IRKSF;2023-01-31
1644-IRKSF;2023-01-05
1644-IRKSF;2023-04-02
2995-UPRYS;2023-02-08
2995-UPRYS;2023-03-17
2995-UPRYS;2023-04-23
2995-UPRYS;2023-03-31
6686-YPGHK;2022-12-14
6686-YPGHK;2022-05-15
6686-YPGHK;2023-02-05
6374-AFWOX;2020-08-20
5317-FLPJF;2019-08-24
5317-FLPJF;2022-05-15
5317-FLPJF;2022-12-17
2982-VPSGI;2023-05-17
8199-ZLLSA;2022-09-08
8199-ZLLSA;2022-12-08
8199-ZLLSA;2022-07-07
8199-ZLLSA;2022-08-05
8199-ZLLSA;2022-07-22
8199-ZLLSA;2022-08-12
8199-ZLLSA;2022-12-23
5980-NOPLP;2023-03-23
5980-NOPLP;2023-05-09
3850-OKINF;2020-08-24
3850-OKINF;2023-09-09
6892-XPFPU;2022-11-04
6892-XPFPU;2022-11-04
8016-NCFVO;2024-02-10
8016-NCFVO;2022-06-03
8016-NCFVO;2021-07-24
3970-XGJDU;2022-03-09
3970-XGJDU;2019-07-05
3970-XGJDU;2021-10-31
3970-XGJDU;2022-06-14
3970-XGJDU;2020-08-10
5439-WIKXB;2021-11-22
5439-WIKXB;2021-03-09
5439-WIKXB;2021-05-16
9874-QLCLH;2022-03-13
4350-ZTLPI;2021-04-08
4350-ZTLPI;2022-07-02
4350-ZTLPI;2023-01-04
1902-XBTFB;2022-02-14
1902-XBTFB;2021-12-28
1902-XBTFB;2022-01-21
0643-OKLRP;2022-12-17
0643-OKLRP;2022-04-11
0643-OKLRP;2023-01-12
0643-OKLRP;2023-02-01
6050-IJRHS;2020-01-24
6050-IJRHS;2024-01-08
6050-IJRHS;2018-11-18
6050-IJRHS;2020-04-26
8591-TKMZH;2022-09-28
8591-TKMZH;2021-07-07
8591-TKMZH;2022-06-28
8591-TKMZH;2019-10-12
9381-NDKME;2022-05-20
9381-NDKME;2022-05-20
2794-XIMMO;2022-04-19
2794-XIMMO;2022-06-18
2794-XIMMO;2022-06-29
2794-XIMMO;2022-07-16
2794-XIMMO;2022-04-11
3034-ZBEQN;2022-09-06
3034-ZBEQN;2022-09-06
3034-ZBEQN;2022-09-06
8327-LZKAS;2023-07-08
8327-LZKAS;2023-12-19
8327-LZKAS;2023-07-20
8327-LZKAS;2023-07-14
5887-IKKYO;2022-03-26
5887-IKKYO;2021-03-02
5887-IKKYO;2021-12-20
5887-IKKYO;2023-11-01
5887-IKKYO;2023-05-12
1075-BGWOH;2022-09-30
5366-IJEQJ;2023-07-12
5366-IJEQJ;2023-07-07
4971-PUYQO;2022-06-20
4971-PUYQO;2022-06-03
1527-SXDPN;2023-03-16
1527-SXDPN;2023-02-25
1527-SXDPN;2023-04-08
1527-SXDPN;2023-01-30
1527-SXDPN;2023-04-25
6029-WTIPC;2023-10-13
6029-WTIPC;2023-10-11
8634-CILSZ;2023-08-04
8634-CILSZ;2023-07-09
8634-CILSZ;2023-08-15
8634-CILSZ;2023-02-18
8634-CILSZ;2023-04-27
8634-CILSZ;2023-04-02
6682-QJDGB;2023-10-22
6682-QJDGB;2023-10-11
6682-QJDGB;2023-09-05
6682-QJDGB;2023-09-06
0345-HKJVM;2022-09-29
3049-SOLAY;2023-11-04
0997-YTLNY;2023-05-29
9479-HYNYL;2021-02-28
9479-HYNYL;2021-04-18
9479-HYNYL;2022-01-05
9479-HYNYL;2018-07-06
9479-HYNYL;2022-03-05
7647-GYYKX;2022-08-12
7647-GYYKX;2023-10-12
7647-GYYKX;2022-02-02
5569-OUICF;2022-11-04
5569-OUICF;2022-08-20
5569-OUICF;2022-11-24
2082-OJVTK;2024-02-01
2082-OJVTK;2024-01-07
2082-OJVTK;2023-12-22
1935-IMVBB;2024-02-23
1935-IMVBB;2021-11-07
1935-IMVBB;2021-10-25
5747-PMBSQ;2021-12-05
3143-JQEGI;2023-06-18
6386-SZZKH;2023-07-15
6386-SZZKH;2023-07-10
6386-SZZKH;2023-06-20
6386-SZZKH;2023-07-12
6386-SZZKH;2023-07-05
3521-SYVOR;2023-02-09
3521-SYVOR;2023-01-22
3521-SYVOR;2023-02-11
3521-SYVOR;2023-01-23
9526-JAWYF;2023-11-30
9526-JAWYF;2023-11-14
5649-VUKMC;2022-11-18
4919-IKATY;2022-04-15
9050-QLROH;2022-06-05
0877-SDMBN;2022-07-11
0877-SDMBN;2022-07-03
0877-SDMBN;2022-12-16
0877-SDMBN;2022-11-26
0877-SDMBN;2022-09-08
9229-RQABD;2023-04-13
9465-RWMXL;2022-03-06
9465-RWMXL;2021-10-25
7450-NWRTR;2022-04-13
2589-AYCRP;2022-04-01
2589-AYCRP;2023-02-25
5124-EOGYE;2024-01-27
5124-EOGYE;2023-09-21
6005-OBZPH;2023-09-04
6005-OBZPH;2023-08-22
2722-VOJQL;2023-11-20
2722-VOJQL;2023-11-30
2722-VOJQL;2023-11-20
2722-VOJQL;2023-10-28
2722-VOJQL;2023-12-17
2722-VOJQL;2023-10-11
7929-SKFGK;2020-06-01
7929-SKFGK;2018-06-02
7929-SKFGK;2022-02-12
7929-SKFGK;2020-01-31
6331-LWDTQ;2022-08-17
5959-BELXA;2022-01-17
5959-BELXA;2022-02-24
5959-BELXA;2022-02-22
3512-IZIKN;2023-04-12
3512-IZIKN;2023-06-30
3512-IZIKN;2023-01-13
3512-IZIKN;2023-05-07
3512-IZIKN;2022-12-21
3512-IZIKN;2023-06-13
1114-CENIM;2022-06-11
1114-CENIM;2022-07-05
1114-CENIM;2022-06-28
1114-CENIM;2022-07-14
1114-CENIM;2022-08-25
3374-TTZTK;2023-05-21
3374-TTZTK;2020-10-17
3374-TTZTK;2021-05-16
3374-TTZTK;2024-02-27
3374-TTZTK;2021-07-10
6289-CPNLD;2023-05-04
6289-CPNLD;2023-05-20
6289-CPNLD;2023-06-03
6289-CPNLD;2023-08-02
6289-CPNLD;2023-09-01
7614-QVWQL;2022-12-31
7614-QVWQL;2023-01-17
7614-QVWQL;2023-01-03
7614-QVWQL;2023-01-19
7614-QVWQL;2023-01-03
7614-QVWQL;2023-01-10
6345-ULYRW;2023-12-12
6345-ULYRW;2023-10-22
6345-ULYRW;2023-08-03
6345-ULYRW;2023-08-28
9574-RKJIF;2023-10-22
9574-RKJIF;2023-08-27
9574-RKJIF;2023-06-18
9574-RKJIF;2023-06-15
8029-XYPWT;2019-05-11
8029-XYPWT;2019-08-30
8029-XYPWT;2019-05-01
6804-GDMOI;2023-02-22
6804-GDMOI;2023-02-09
6804-GDMOI;2023-03-05
6804-GDMOI;2023-02-16
6804-GDMOI;2023-02-23
6804-GDMOI;2023-02-20
9572-MTILT;2022-06-21
9572-MTILT;2022-08-11
9572-MTILT;2022-03-01
9572-MTILT;2022-03-29
9572-MTILT;2021-11-12
0329-GTIAJ;2022-07-01
0329-GTIAJ;2022-04-20
5364-EVNIB;2023-11-20
5364-EVNIB;2023-11-11
5087-SUURX;2023-06-01
5087-SUURX;2023-09-22
1492-KGETH;2018-11-25
1492-KGETH;2023-02-19
4163-HFTUK;2020-09-11
2225-ZRGSG;2022-02-26
2225-ZRGSG;2022-04-07
2225-ZRGSG;2021-09-10
2225-ZRGSG;2021-11-20
2225-ZRGSG;2022-02-14
2225-ZRGSG;2021-08-23
2225-ZRGSG;2021-10-31
5271-YNWVR;2023-07-14
5271-YNWVR;2023-11-11
5271-YNWVR;2024-01-05
5271-YNWVR;2023-11-27
5271-YNWVR;2023-12-14
5271-YNWVR;2023-07-19
5271-YNWVR;2023-06-30
5271-YNWVR;2023-07-29
7601-DHFWZ;2023-04-08
7601-DHFWZ;2020-04-13
7601-DHFWZ;2024-01-09
2657-ALMWY;2023-01-03
2657-ALMWY;2023-01-19
2657-ALMWY;2022-12-26
2657-ALMWY;2022-12-16
7228-OMTPN;2023-03-19
6284-AHOOQ;2021-12-08
2460-FPSYH;2023-12-09
2460-FPSYH;2023-10-28
2460-FPSYH;2024-01-09
2460-FPSYH;2023-09-28
4391-RESHN;2021-05-17
4391-RESHN;2021-09-11
4391-RESHN;2022-02-26
9801-GDWGV;2022-10-03
9801-GDWGV;2022-09-28
5567-GZKQY;2021-11-01
1121-QSIVB;2023-03-14
1121-QSIVB;2021-04-01
1121-QSIVB;2021-04-02
0875-CABNR;2023-04-05
5915-DGNVC;2022-01-28
5915-DGNVC;2023-12-09
5915-DGNVC;2023-08-13
5915-DGNVC;2022-04-12
5057-LCOUI;2023-06-11
5057-LCOUI;2023-08-25
5057-LCOUI;2023-07-17
0193-ESZXP;2022-07-19
0193-ESZXP;2023-02-20
0193-ESZXP;2022-12-29
0193-ESZXP;2023-03-29
0193-ESZXP;2023-04-12
1984-FCOWB;2023-05-07
1984-FCOWB;2023-01-31
1984-FCOWB;2023-09-28
1984-FCOWB;2023-07-13
1984-FCOWB;2023-04-06
1984-FCOWB;2023-09-26
1984-FCOWB;2023-10-17
0654-HMSHN;2022-10-13
0654-HMSHN;2022-02-20
0654-HMSHN;2022-10-15
5287-QWLKY;2022-06-17
5287-QWLKY;2022-12-15
5287-QWLKY;2022-09-06
5287-QWLKY;2022-08-06
5287-QWLKY;2023-01-16
5287-QWLKY;2022-11-18
5287-QWLKY;2023-02-11
5287-QWLKY;2022-10-22
1891-UAWWU;2023-11-18
1891-UAWWU;2023-08-15
8204-TIFGJ;2023-01-23
8204-TIFGJ;2023-04-10
0363-QJVFX;2023-10-01
0363-QJVFX;2024-02-04
0363-QJVFX;2024-01-11
1089-XZWHH;2022-03-23
6064-ZATLR;2023-10-11
3374-LXDEV;2022-06-20
4072-IPYLT;2022-12-15
4072-IPYLT;2023-10-08
5883-GTGVD;2022-06-04
3349-ANQNH;2023-11-11
3349-ANQNH;2020-04-01
3349-ANQNH;2022-02-03
3349-ANQNH;2021-10-21
5847-MXBEO;2023-07-18
1265-XTECC;2022-11-17
1265-XTECC;2022-12-11
1265-XTECC;2023-01-04
1265-XTECC;2023-05-13
1265-XTECC;2023-05-24
1265-XTECC;2023-05-07
1265-XTECC;2023-05-26
1183-CANVH;2023-02-13
1183-CANVH;2022-07-04
1972-XMUWV;2023-02-24
1972-XMUWV;2023-04-30
1972-XMUWV;2023-08-20
6252-DFGTK;2021-05-14
2237-ZFSMY;2022-07-20
2237-ZFSMY;2022-07-10
1722-LDZJS;2023-10-29
1722-LDZJS;2022-08-21
6711-VTNRE;2023-05-09
7129-CAKJW;2022-12-11
8099-MZPUJ;2020-04-03
3161-GETRM;2024-02-21
9846-GKXAS;2023-03-07
7136-RVDTZ;2023-08-08
7136-RVDTZ;2023-06-03
7136-RVDTZ;2023-05-18
7136-RVDTZ;2023-02-07
7136-RVDTZ;2023-05-24
7136-RVDTZ;2023-05-25
7136-RVDTZ;2023-06-06
7136-RVDTZ;2023-04-08
7136-RVDTZ;2023-03-09
9114-VEPUF;2023-12-14
9114-VEPUF;2019-02-06
9114-VEPUF;2020-05-18
9114-VEPUF;2020-06-25
9114-VEPUF;2020-11-18
7969-AULMZ;2022-08-28
7969-AULMZ;2022-08-20
4844-JJWUY;2023-04-07
6777-TGHTM;2022-11-18
6777-TGHTM;2022-11-02
6777-TGHTM;2022-09-28
6777-TGHTM;2022-12-21
6777-TGHTM;2022-11-07
4785-QRJHC;2022-08-07
4785-QRJHC;2022-03-17
8610-WFCJF;2023-05-15
8610-WFCJF;2023-05-02
8610-WFCJF;2023-05-24
8610-WFCJF;2023-05-07
4905-JEFDW;2022-01-25
7881-INRLC;2023-08-07
7881-INRLC;2023-09-22
7881-INRLC;2023-11-18
7881-INRLC;2023-10-04
7881-INRLC;2024-01-02
9943-VSZUV;2023-12-03
9943-VSZUV;2021-12-17
9943-VSZUV;2021-10-11
9943-VSZUV;2023-12-12
0117-LFRMW;2022-08-19
0117-LFRMW;2022-08-21
0117-LFRMW;2022-08-21
0117-LFRMW;2022-09-09
7248-VZQLC;2022-03-11
7248-VZQLC;2021-05-30
7248-VZQLC;2021-10-17
1840-BIUOG;2022-09-27
5828-DWPIL;2022-02-24
5828-DWPIL;2021-11-26
5828-DWPIL;2023-07-26
0011-IGKFF;2022-12-07
0011-IGKFF;2022-11-29
4192-GORJT;2022-12-22
4192-GORJT;2022-11-07
9912-GVSEQ;2022-12-20
9912-GVSEQ;2022-12-24
6261-RCVNS;2022-05-31
6261-RCVNS;2022-08-12
6261-RCVNS;2022-08-15
6261-RCVNS;2022-10-22
5816-QVHRX;2023-05-10
5816-QVHRX;2022-04-06
3640-PHQXK;2023-09-14
3640-PHQXK;2023-10-17
3640-PHQXK;2023-11-06
3640-PHQXK;2023-06-07
3640-PHQXK;2023-06-18
8019-ENHXU;2022-09-15
8019-ENHXU;2022-08-28
8019-ENHXU;2022-08-17
8019-ENHXU;2022-12-10
1324-NLTJE;2022-12-28
1522-VVDMG;2023-07-07
0780-XNZFN;2022-06-20
0780-XNZFN;2024-02-05
0780-XNZFN;2022-08-29
0780-XNZFN;2022-01-17
8063-RJYNF;2022-11-18
0687-ZVTHB;2023-08-22
0687-ZVTHB;2023-05-20
0687-ZVTHB;2023-07-17
0687-ZVTHB;2023-06-19
0687-ZVTHB;2023-06-20
9661-ACXBS;2022-06-08
9661-ACXBS;2022-01-18
9661-ACXBS;2022-04-10
0442-TDYUO;2022-04-28
0442-TDYUO;2023-10-10
4451-RWASJ;2024-01-14
6646-VRFOL;2023-08-18
6646-VRFOL;2023-10-25
6646-VRFOL;2023-10-09
6646-VRFOL;2023-09-19
6646-VRFOL;2023-09-06
6646-VRFOL;2023-10-14
3460-TJBWI;2022-08-22
5671-UUNXD;2023-09-02
5671-UUNXD;2022-05-22
5671-UUNXD;2020-08-10
5671-UUNXD;2022-03-21
4250-ZBWLV;2022-06-27
4250-ZBWLV;2022-02-02
4250-ZBWLV;2022-04-12
4250-ZBWLV;2022-03-07
4250-ZBWLV;2022-04-14
4250-ZBWLV;2022-06-24
2027-OAQQC;2021-12-23
2027-OAQQC;2021-10-22
2027-OAQQC;2022-02-05
2027-OAQQC;2022-04-19
2027-OAQQC;2022-01-30
9090-SGQXL;2022-03-24
9090-SGQXL;2022-10-06
9090-SGQXL;2022-10-14
9090-SGQXL;2022-05-28
9090-SGQXL;2022-06-20
6595-YGXIT;2024-01-31
6595-YGXIT;2024-02-05
9835-ZIITK;2022-10-16
9835-ZIITK;2022-12-06
9835-ZIITK;2022-12-12
9835-ZIITK;2022-09-19
9835-ZIITK;2022-11-21
1555-DJEQW;2022-11-26
1555-DJEQW;2023-02-06
1555-DJEQW;2023-02-12
1555-DJEQW;2022-11-23
1555-DJEQW;2022-10-22
1555-DJEQW;2022-09-01
6338-AVWCY;2023-12-23
6338-AVWCY;2024-01-25
9253-QXKBE;2022-01-20
9253-QXKBE;2022-02-01
4079-ULGFR;2023-02-13
9445-SZLCH;2024-02-24
9445-SZLCH;2024-02-24
9445-SZLCH;2024-02-24
4523-WXCEF;2023-11-10
4523-WXCEF;2023-07-05
4523-WXCEF;2023-11-12
4523-WXCEF;2023-08-01
4523-WXCEF;2023-04-26
7711-GQBZC;2023-10-29
7711-GQBZC;2022-01-25
7711-GQBZC;2019-01-07
7711-GQBZC;2023-04-25
7711-GQBZC;2023-11-19
3565-UNOCC;2022-04-06
9249-FXSCK;2022-01-01
9249-FXSCK;2022-01-25
9249-FXSCK;2022-02-13
9249-FXSCK;2022-02-13
5493-SDRDQ;2023-10-03
9924-JPRMC;2018-12-18
0871-URUWO;2023-12-08
0871-URUWO;2023-12-02
9190-MFJLN;2023-06-27
4132-POCZS;2021-08-29
4132-POCZS;2021-05-17
4132-POCZS;2021-12-09
1095-JUDTC;2023-12-27
1095-JUDTC;2023-05-12
1095-JUDTC;2023-12-20
1095-JUDTC;2023-11-10
3896-RCYYE;2020-12-17
3896-RCYYE;2022-01-26
3896-RCYYE;2019-12-27
5385-SUIRI;2021-12-28
5385-SUIRI;2022-03-24
5385-SUIRI;2022-02-27
5385-SUIRI;2021-12-19
5385-SUIRI;2021-12-21
4009-ALQFH;2024-01-12
4009-ALQFH;2023-12-31
6383-ZTSIW;2021-12-28
7562-GSUHK;2023-01-20
3427-GGZZI;2022-11-10
4077-CROMM;2023-10-10
4077-CROMM;2023-06-22
4077-CROMM;2023-05-04
1658-XUHBX;2020-02-02
2378-HTWFW;2022-03-17
6328-ZPBGN;2023-03-18
0201-MIBOL;2023-05-06
0201-MIBOL;2018-10-27
0201-MIBOL;2022-07-31
4789-KWMXN;2022-02-05
4789-KWMXN;2021-11-23
4789-KWMXN;2021-11-11
4789-KWMXN;2022-07-19
4789-KWMXN;2022-01-31
2856-NNASM;2022-03-11
2856-NNASM;2022-06-28
2856-NNASM;2022-03-31
2856-NNASM;2022-04-14
8559-CIZFV;2022-05-07
8559-CIZFV;2022-05-14
8559-CIZFV;2022-11-24
8559-CIZFV;2022-10-08
7547-EKNFS;2023-08-03
7547-EKNFS;2023-12-01
7547-EKNFS;2023-10-14
7547-EKNFS;2023-11-21
7547-EKNFS;2023-06-17
7547-EKNFS;2023-10-17
2279-AXJJK;2023-01-25
2279-AXJJK;2023-10-25
2279-AXJJK;2020-10-18
6769-DYBQN;2022-08-05
6769-DYBQN;2022-10-09
6769-DYBQN;2022-09-19
6769-DYBQN;2022-11-21
2097-YVPKN;2018-11-22
2097-YVPKN;2020-10-27
2097-YVPKN;2022-07-21
2097-YVPKN;2020-04-25
2097-YVPKN;2023-11-25
2097-YVPKN;2019-11-27
5180-UCIIQ;2023-07-02
4759-PXTAN;2019-12-21
4759-PXTAN;2019-11-24
3428-MMGUB;2020-11-11
3428-MMGUB;2019-10-08
3428-MMGUB;2019-10-12
5813-UECBU;2023-07-24
5813-UECBU;2024-02-06
9053-JZFKV;2022-12-15
9053-JZFKV;2022-08-29
9053-JZFKV;2022-08-17
9053-JZFKV;2022-08-25
9053-JZFKV;2022-09-20
9053-JZFKV;2022-10-24
2530-ENDWQ;2022-06-10
2530-ENDWQ;2022-10-03
2530-ENDWQ;2022-04-09
2530-ENDWQ;2022-12-29
2530-ENDWQ;2022-12-08
2530-ENDWQ;2022-07-05
2530-ENDWQ;2022-09-16
1597-LHYNC;2023-11-15
1597-LHYNC;2023-11-14
3043-SUDUA;2022-03-24
7055-VKGDA;2022-08-14
7055-VKGDA;2022-10-15
7055-VKGDA;2022-11-01
7055-VKGDA;2022-06-26
7055-VKGDA;2022-07-07
7055-VKGDA;2022-11-07
8946-BFWSG;2022-04-16
8946-BFWSG;2022-07-14
8946-BFWSG;2021-02-01
8946-BFWSG;2022-11-25
0691-NIKRI;2023-02-09
0691-NIKRI;2023-09-25
4558-FANTW;2022-12-17
8651-ENBZX;2022-05-21
8651-ENBZX;2022-05-21
8651-ENBZX;2022-05-21
8651-ENBZX;2022-05-21
8651-ENBZX;2022-05-21
8651-ENBZX;2022-05-21
8651-ENBZX;2022-05-21
9330-IJWIO;2022-05-01
3384-CTMSF;2021-11-27
3384-CTMSF;2022-08-26
3384-CTMSF;2022-04-22
