days_per_funding,average_milestone_duration_days,funding_duration_days,Status,amount_milestones,Fundingrounds,Fundingtotal,state,BusinessField,NumContributors,NumPartners
2291,0,9164,Successful (Acquired),1,4,59000000,NJ,semiconductor,6,8
0,656,0,Failed,4,1,4000000,ID,mobile,1,5
1085,1188,4340,Successful (Acquired),3,4,71400000,CA,cleantech,2,6
1288,0,3864,Successful (Acquired),1,3,25500000,CA,cleantech,2,5
671,660,2684,Successful (Acquired),3,4,28932322,CA,advertising,2,28
1735,306,10410,Successful (Acquired),3,6,35200000,CA,analytics,2,18
1064,0,2128,Failed,1,2,10000000,MA,public_relations,1,2
1091,1128,3273,Successful (Acquired),4,3,22100000,CA,analytics,2,11
2345,0,11725,Successful (Acquired),1,5,33000000,MA,mobile,2,4
0,0,0,Successful (Acquired),1,1,15000000,CA,biotech,3,9
811,0,2433,Successful (Acquired),1,3,13000000,CA,mobile,3,6
448,0,896,Successful (Acquired),1,2,12800000,CA,mobile,2,5
1319,834,2638,Failed,3,2,626096,NY,mobile,1,6
1393,195,5572,Successful (Acquired),3,4,20350000,MA,analytics,3,12
0,0,0,Failed,1,1,10000000,CA,hardware,3,1
0,651,0,Successful (Acquired),3,1,425000,CA,web,2,5
954,0,2862,Successful (Acquired),1,3,37891054,CA,semiconductor,3,5
2436,0,12180,Successful (Acquired),1,5,40000000,CA,mobile,4,9
520,604,1560,Successful (Acquired),4,3,5550000,CA,games_video,3,10
0,777,0,Successful (Acquired),3,1,770000,CA,mobile,6,3
1689,,6756,Failed,,4,19550000,TX,consulting,1,0
282,0,564,Successful (Acquired),1,2,4000000,CA,web,1,6
1728,1128,6912,Successful (Acquired),4,4,42000000,VA,web,2,14
0,,0,Failed,,1,1900000,CO,other,1,0
561,420,1683,Successful (Acquired),3,3,45039999,CA,games_video,3,21
0,0,0,Failed,1,1,1310000,CA,news,1,1
0,0,0,Successful (Acquired),1,1,3000000,OR,hardware,3,3
1261,711,5044,Successful (Acquired),3,4,36000000,CA,software,3,9
0,0,0,Successful (Acquired),1,1,3000000,CA,software,1,3
0,1638,0,Failed,3,1,1300000,CA,web,1,1
0,0,0,Failed,1,1,50000,AR,software,1,1
0,567,0,Successful (Acquired),3,1,6500000,NY,web,8,15
229,828,458,Successful (Acquired),2,2,4600000,MA,advertising,9,5
1422,1648,4266,Successful (Acquired),2,3,21900000,MA,software,1,5
0,0,0,Successful (Acquired),1,1,240000,NY,games_video,2,6
1935,0,7740,Successful (Acquired),1,4,34700000,CA,software,2,17
1695,1114,6780,Successful (Acquired),2,4,33000000,IL,software,5,4
426,902,852,Failed,2,2,1800000,NY,education,5,3
1334,788,4002,Successful (Acquired),4,3,27300000,CO,advertising,3,14
773,150,1546,Failed,2,2,6760000,CA,web,1,6
2372,3531,7116,Successful (Acquired),3,3,26914000,CA,software,6,24
0,,0,Successful (Acquired),,1,27500000,CA,semiconductor,7,1
0,,0,Failed,,1,9000000,TX,other,2,4
0,0,0,Failed,1,1,954000,CA,public_relations,1,3
1212,,3636,Successful (Acquired),,3,53000000,CA,semiconductor,4,4
1586,720,6344,Successful (Acquired),3,4,23100000,CA,social,2,17
1991,172,7964,Successful (Acquired),2,4,108900000,CA,cleantech,7,28
1133,1525,4532,Successful (Acquired),5,4,55000000,CA,web,2,26
647,1059,1294,Successful (Acquired),3,2,5686383,NY,mobile,2,9
1328,0,7968,Failed,1,6,49008830,CA,biotech,1,4
709,,2127,Successful (Acquired),,3,32200000,CA,mobile,4,10
0,0,0,Failed,1,1,2000000,TX,web,1,3
0,592,0,Successful (Acquired),2,1,2700000,NY,games_video,2,5
0,1954,0,Failed,2,1,2000000,WI,advertising,2,6
1434,1029,4302,Successful (Acquired),3,3,18000000,NY,advertising,2,16
1142,94,5710,Successful (Acquired),2,5,122500000,WA,mobile,5,9
0,1440,0,Successful (Acquired),2,1,1100000,CA,advertising,6,9
721,0,2163,Failed,1,3,52000000,MA,security,2,1
0,0,0,Failed,1,1,44000000,CA,biotech,1,5
757,1124,1514,Successful (Acquired),2,2,15500000,CA,software,1,12
0,0,0,Successful (Acquired),1,1,20000000,CA,security,3,4
